COUNTRY,CITY,VALUE
US,Little Rock,55
US,Baltimore,9
US,Los Angeles,31
US,San Jose,25
US,The Bronx,1
US,Oklahoma City,58
US,Memphis,40
US,Hartford,10
US,Milwaukee,42
US,Raleigh,17
US,Portland,21
US,Boston,17
US,Jackson,66
US,Oakland,25
US,Charlotte,25
US,Sacramento,21
US,Providence,13
US,Houston,38
US,Chicago,39
US,Atlanta,35
US,Washington D.C.,9
US,Springfield,32
US,Brooklyn,18
US,Staten Island,18
IN,Chennai,71
IN,Hāpur,132
IN,Nashik,117
IN,Gandhinagar,156
IN,Lucknow,135
IN,Thiruvananthapuram,90
IN,Bhopal,98
IN,Chandigarh,88
IN,Ghāziābād,102
IN,Delhi,135
IN,Muzaffarnagar,149
IN,New Delhi,132
IN,Hyderabad,114
IN,Mumbai,117
IN,Patna,107
IN,Visakhapatnam,89
IN,Kolkata,152
IN,Bengaluru,116
IN,Jaipur,98
US,San Diego,25
US,Tucson,21
US,Queens,16
US,Tallahassee,57
US,Fort Worth,40
US,Albuquerque,12
US,Denver,21
US,Salt Lake City,20
US,Saint Paul,38
US,Las Vegas,19
US,Philadelphia,14
US,Jacksonville,58
US,Columbus,14
US,San Antonio,35
US,Salem,22
US,Nashville,30
US,Madison,34
US,San Francisco,25
US,Oakland,30
US,Charlotte,50
US,Sacramento,17
US,Oklahoma City,45
US,Raleigh,38
US,Chicago,50
US,Milwaukee,55
US,Indianapolis,54
US,Hartford,18
US,Springfield,53
US,Staten Island,21
US,Brooklyn,19
US,Washington D.C.,13
US,Providence,17
US,Denver,25
US,Saint Paul,46
US,San Francisco,25
US,Portland,23
US,Salt Lake City,13
US,Columbus,31
US,San Diego,25
US,San Antonio,32
US,Philadelphia,21
US,Albuquerque,18
US,Honolulu,17
US,Austin,27
US,Fresno,48
US,Jackson,54
US,Boise,13
US,Boston,25
US,Houston,38
US,Atlanta,62
US,Memphis,52
IN,Mumbai,162
IN,Jaipur,108
IN,Patna,109
IN,Visakhapatnam,94
IN,Lucknow,157
IN,Ghāziābād,127
IN,Nashik,112
IN,Chennai,62
IN,Gandhinagar,153
IN,Bhopal,135
IN,Hāpur,123
IN,New Delhi,134
US,Baltimore,18
US,Little Rock,46
US,The Bronx,3
US,Miami,31
US,Seattle,33
US,San Jose,25
US,Manhattan,16
US,Las Vegas,29
US,Madison,52
US,Tallahassee,50
US,Fort Worth,26
US,Tucson,21
US,Los Angeles,44
US,Detroit,55
US,Nashville,56
US,Salem,24
US,Queens,15
IN,Hyderabad,129
IN,Muzaffarnagar,149
IN,Thiruvananthapuram,86
IN,Chandigarh,105
US,Phoenix,27
US,Dallas,38
US,Jacksonville,36
US,Omaha,57
US,El Paso,25
IN,Kolkata,159
IN,Delhi,127
IN,Bengaluru,108
US,Denver,46
US,Staten Island,29
US,Charlotte,50
US,Saint Paul,17
US,Providence,25
US,Brooklyn,34
IN,Patna,133
IN,Kolkata,165
US,Oakland,25
US,Atlanta,61
IN,Gandhinagar,155
US,Sacramento,34
US,Washington D.C.,30
US,Houston,38
US,Indianapolis,31
US,Chicago,15
US,Dallas,38
US,Baltimore,36
US,El Paso,26
US,Philadelphia,37
US,Salt Lake City,26
US,Hartford,18
US,Salem,25
US,Albuquerque,27
US,San Francisco,25
US,Milwaukee,13
IN,Mumbai,156
IN,Visakhapatnam,88
IN,Nashik,135
IN,Chandigarh,151
IN,Jaipur,107
IN,New Delhi,151
IN,Chennai,70
IN,Hyderabad,132
IN,Hāpur,153
IN,Thiruvananthapuram,95
IN,Muzaffarnagar,167
IN,Delhi,153
IN,Bengaluru,119
IN,Bhopal,154
IN,Ghāziābād,151
IN,Lucknow,173
US,Raleigh,38
US,Memphis,38
US,Tucson,25
US,Jackson,35
US,Nashville,45
US,Queens,37
US,Honolulu,17
US,Oklahoma City,43
US,Boston,25
US,Austin,31
US,Madison,14
US,Boise,17
US,Fresno,38
US,Portland,20
US,Columbus,38
US,Springfield,26
US,San Jose,30
US,The Bronx,3
US,Little Rock,23
US,Detroit,23
US,San Diego,38
US,Las Vegas,39
US,Miami,25
US,Omaha,50
US,Phoenix,29
US,Manhattan,30
US,Jacksonville,39
US,San Antonio,45
US,Seattle,27
US,Tallahassee,36
US,Fort Worth,33
US,Los Angeles,55
IN,Bengaluru,122
US,Raleigh,34
IN,Thiruvananthapuram,82
IN,Muzaffarnagar,167
US,Memphis,36
IN,Patna,161
US,Oklahoma City,53
US,Miami,38
US,Jacksonville,41
IN,Hyderabad,132
US,San Antonio,25
US,Los Angeles,55
US,Seattle,14
IN,Delhi,158
US,Manhattan,19
US,Las Vegas,43
US,Omaha,53
US,Dallas,31
US,El Paso,44
IN,Mumbai,157
US,Portland,13
US,Honolulu,21
US,Boise,21
US,Jackson,35
IN,Jaipur,103
US,Boston,25
US,Austin,23
IN,Kolkata,157
US,Indianapolis,21
US,Hartford,14
IN,Nashik,144
US,Charlotte,44
US,Washington D.C.,17
US,Houston,27
IN,Chennai,68
US,Providence,13
US,Oakland,17
US,Sacramento,9
IN,Gandhinagar,157
IN,Hāpur,154
US,Springfield,21
US,Milwaukee,28
US,Staten Island,17
US,Atlanta,30
US,Chicago,23
IN,Ghāziābād,161
US,Fresno,29
US,Brooklyn,15
IN,Visakhapatnam,65
US,Tallahassee,40
US,Madison,23
US,Queens,12
US,Nashville,22
US,Tucson,25
US,San Jose,17
US,Detroit,30
IN,Chandigarh,84
US,Baltimore,10
US,Little Rock,28
IN,Bhopal,104
US,Phoenix,29
IN,Lucknow,158
US,Philadelphia,16
US,Salem,15
US,San Diego,51
US,Albuquerque,29
US,Salt Lake City,25
US,The Bronx,4
US,San Francisco,13
US,Fort Worth,28
US,Denver,38
IN,New Delhi,155
US,Columbus,15
US,Saint Paul,30
US,Atlanta,27
US,Charlotte,21
IN,Patna,152
IN,Thiruvananthapuram,87
US,Raleigh,21
IN,Hāpur,161
US,Sacramento,13
US,Memphis,23
IN,Gandhinagar,146
US,Providence,17
US,Brooklyn,17
US,Indianapolis,36
US,Springfield,32
US,Jackson,26
IN,Ghāziābād,157
US,Staten Island,21
US,The Bronx,3
IN,Chennai,81
US,Los Angeles,25
US,Chicago,40
US,El Paso,42
US,Detroit,36
US,Houston,38
US,Boston,25
IN,Bhopal,105
IN,Lucknow,166
US,San Jose,21
US,Phoenix,40
IN,Muzaffarnagar,168
US,Oakland,17
US,Oklahoma City,47
US,Portland,14
IN,Nashik,140
US,Dallas,39
US,Omaha,46
IN,Chandigarh,134
US,Baltimore,17
IN,Bengaluru,127
US,Little Rock,31
IN,Delhi,158
US,Austin,33
IN,Kolkata,151
IN,Hyderabad,125
US,Miami,33
US,Seattle,16
US,Washington D.C.,13
US,Tallahassee,38
US,San Antonio,34
US,Las Vegas,24
US,Jacksonville,37
IN,Jaipur,109
US,Columbus,30
US,Hartford,22
US,San Diego,49
US,Milwaukee,39
IN,New Delhi,154
US,Philadelphia,21
US,Manhattan,20
US,Saint Paul,46
US,Denver,30
US,Salt Lake City,23
US,San Francisco,21
US,Boise,25
US,Albuquerque,33
US,Salem,23
US,Madison,35
IN,Mumbai,137
US,Nashville,29
IN,Visakhapatnam,73
US,Tucson,34
US,Queens,17
US,Fort Worth,35
US,Honolulu,17
US,Fresno,25
US,Oakland,25
US,Houston,38
US,Fresno,15
US,Sacramento,13
US,Charlotte,34
US,Indianapolis,48
US,Atlanta,45
US,Hartford,27
US,Milwaukee,46
US,Honolulu,17
US,Washington D.C.,17
US,Chicago,53
US,Austin,28
US,Boise,13
US,Jacksonville,39
US,San Antonio,34
US,San Diego,13
US,Salt Lake City,10
US,Albuquerque,15
US,Columbus,36
US,Las Vegas,17
US,San Francisco,21
US,Salem,21
US,Philadelphia,26
US,Fort Worth,33
US,Queens,15
US,Tallahassee,42
US,Jackson,54
US,Portland,15
US,Memphis,33
US,Raleigh,25
US,Saint Paul,21
US,Denver,46
US,Oklahoma City,44
US,Boston,34
IN,Bhopal,151
IN,Lucknow,179
IN,Chandigarh,112
IN,Ghāziābād,175
IN,Hyderabad,151
IN,Visakhapatnam,90
IN,Jaipur,108
IN,Mumbai,134
IN,New Delhi,155
IN,Delhi,174
IN,Muzaffarnagar,174
IN,Thiruvananthapuram,103
IN,Bengaluru,137
IN,Kolkata,140
IN,Nashik,153
IN,Chennai,86
IN,Patna,159
IN,Hāpur,166
IN,Gandhinagar,178
US,Omaha,30
US,Baltimore,17
US,Phoenix,49
US,Miami,23
US,Seattle,18
US,Detroit,62
US,Little Rock,38
US,Los Angeles,25
US,San Jose,21
US,Nashville,44
US,Madison,39
US,The Bronx,8
US,Tucson,30
US,Dallas,37
US,Manhattan,23
US,El Paso,30
US,Providence,21
US,Staten Island,27
US,Brooklyn,20
US,Springfield,64
US,San Antonio,32
US,Brooklyn,47
US,San Jose,21
IN,New Delhi,161
US,Philadelphia,31
US,The Bronx,153
US,Atlanta,55
US,Boston,34
US,Miami,14
US,Jacksonville,20
US,Manhattan,49
IN,Delhi,175
IN,Chandigarh,142
US,San Diego,28
IN,Hyderabad,154
US,Milwaukee,30
US,Chicago,34
US,Sacramento,21
US,Austin,25
US,Jackson,38
US,Oakland,21
US,Charlotte,46
US,Boise,17
US,Houston,30
US,Staten Island,38
US,Portland,23
US,Providence,34
US,Hartford,33
US,Honolulu,13
US,Springfield,51
US,Los Angeles,43
US,Fresno,20
US,Indianapolis,59
US,Washington D.C.,30
US,Little Rock,40
US,Baltimore,34
US,Phoenix,24
US,Oklahoma City,36
US,Raleigh,46
US,Memphis,44
US,El Paso,30
US,Detroit,19
US,Dallas,33
US,Seattle,24
US,Salem,18
IN,Mumbai,111
US,Madison,24
IN,Jaipur,108
IN,Thiruvananthapuram,95
IN,Gandhinagar,182
US,Albuquerque,20
US,Tucson,21
US,Nashville,48
IN,Nashik,158
IN,Visakhapatnam,87
US,Las Vegas,19
US,Salt Lake City,15
IN,Muzaffarnagar,185
IN,Patna,169
IN,Chennai,76
US,Denver,25
US,Fort Worth,30
IN,Ghāziābād,197
US,Queens,39
US,Omaha,17
US,Saint Paul,17
IN,Kolkata,120
US,San Francisco,21
IN,Lucknow,200
US,Tallahassee,25
US,Columbus,52
IN,Bengaluru,139
IN,Hāpur,177
IN,Bhopal,159
US,The Bronx,1
US,Omaha,17
US,Boise,17
US,Austin,13
US,El Paso,25
US,Oklahoma City,20
US,Memphis,30
US,Detroit,19
US,Jackson,30
US,Phoenix,21
US,Denver,21
IN,Ghāziābād,169
US,Saint Paul,17
US,Portland,23
US,Fresno,27
US,Springfield,22
US,Seattle,27
US,Manhattan,51
US,Dallas,20
US,Honolulu,21
US,Baltimore,50
US,San Jose,25
US,Little Rock,27
US,Los Angeles,50
US,Raleigh,46
US,Boston,46
IN,New Delhi,160
US,Hartford,45
US,Las Vegas,17
US,Staten Island,53
US,San Antonio,24
IN,Patna,172
IN,Chennai,60
US,Queens,36
US,Atlanta,56
US,Brooklyn,47
US,Albuquerque,14
IN,Muzaffarnagar,183
IN,Hyderabad,152
US,Jacksonville,27
US,Philadelphia,49
IN,Delhi,171
US,Washington D.C.,46
US,Chicago,19
US,Miami,17
US,Milwaukee,17
US,San Diego,41
IN,Chandigarh,131
IN,Bhopal,109
US,Houston,21
IN,Lucknow,194
US,Providence,50
IN,Hāpur,173
US,Tallahassee,27
IN,Bengaluru,129
IN,Kolkata,143
US,Indianapolis,17
US,Fort Worth,15
US,Madison,18
IN,Mumbai,96
US,Salem,24
IN,Visakhapatnam,93
IN,Jaipur,110
IN,Thiruvananthapuram,97
US,Salt Lake City,12
IN,Gandhinagar,153
US,Nashville,31
US,Sacramento,13
US,San Francisco,21
US,Columbus,43
IN,Nashik,156
US,Oakland,21
US,Tucson,17
US,Charlotte,55
IN,Delhi,151
IN,Hyderabad,132
US,Fort Worth,15
IN,Ghāziābād,102
IN,Chandigarh,114
IN,New Delhi,152
US,Saint Paul,17
IN,Kolkata,125
IN,Bhopal,109
IN,Lucknow,165
IN,Hāpur,153
US,Tallahassee,19
IN,Gandhinagar,158
IN,Chennai,101
US,Nashville,25
US,Tucson,21
IN,Nashik,135
US,Madison,13
US,Queens,21
IN,Visakhapatnam,119
US,Springfield,12
US,Manhattan,29
IN,Patna,167
US,Memphis,19
US,Charlotte,25
US,Salem,35
IN,Mumbai,80
US,Jackson,19
US,San Antonio,15
US,Oakland,30
US,Omaha,17
US,Houston,18
US,San Francisco,34
US,Detroit,21
US,Oklahoma City,18
US,Milwaukee,15
US,Boston,25
US,Atlanta,18
IN,Thiruvananthapuram,105
US,San Jose,30
US,Salt Lake City,13
US,Albuquerque,23
IN,Muzaffarnagar,169
US,Los Angeles,50
US,Miami,17
US,Sacramento,21
US,Raleigh,25
IN,Jaipur,112
US,Jacksonville,30
US,Little Rock,16
US,Las Vegas,10
US,Baltimore,21
IN,Bengaluru,132
US,Hartford,23
US,Portland,20
US,Denver,42
US,Brooklyn,30
US,Seattle,35
US,Indianapolis,13
US,Providence,25
US,Phoenix,23
US,Fresno,44
US,The Bronx,1
US,Columbus,20
US,El Paso,33
US,Honolulu,17
US,Chicago,14
US,Staten Island,54
US,Boise,17
US,Washington D.C.,25
US,Austin,13
US,Dallas,21
US,Philadelphia,25
US,San Diego,50
IN,Chandigarh,167
IN,Gandhinagar,168
US,Queens,51
US,San Diego,60
IN,Hyderabad,162
US,Philadelphia,53
US,Milwaukee,40
US,Omaha,25
US,Phoenix,52
US,Raleigh,25
IN,Jaipur,145
US,Salt Lake City,69
IN,Kolkata,273
US,Memphis,16
US,Springfield,52
US,Washington D.C.,38
US,Hartford,42
US,Columbus,51
US,Las Vegas,46
IN,Delhi,289
US,Honolulu,17
US,Chicago,42
US,Fresno,84
IN,Bengaluru,123
US,San Francisco,76
IN,Bhopal,172
US,Tallahassee,25
US,Staten Island,51
US,San Antonio,21
US,Albuquerque,32
IN,New Delhi,274
US,Indianapolis,46
IN,Thiruvananthapuram,101
US,Columbia,15
US,Saint Paul,25
US,Providence,34
IN,Lucknow,259
US,Brooklyn,53
US,Jacksonville,25
IN,Hāpur,300
US,Boise,30
US,Boston,38
US,Austin,22
IN,Ghāziābād,349
IN,Patna,332
US,Houston,28
IN,Chennai,153
US,Miami,25
IN,Muzaffarnagar,252
US,Atlanta,14
US,Dallas,19
US,Seattle,16
US,San Jose,61
US,Richmond,33
US,Charlotte,14
US,Tucson,34
US,Portland,17
US,Oakland,80
IN,Nashik,118
US,Baltimore,51
US,Sacramento,91
US,Los Angeles,68
US,Little Rock,15
IN,Visakhapatnam,193
US,Oklahoma City,40
US,El Paso,34
US,Jackson,15
US,Nashville,15
US,Fort Worth,18
US,Denver,34
US,Detroit,48
US,Madison,29
US,Manhattan,52
IN,Mumbai,176
US,Salem,23
IN,Jaipur,124
IN,Mumbai,167
US,Salem,11
US,Madison,48
IN,Visakhapatnam,156
US,Queens,62
US,Salt Lake City,4
IN,Thiruvananthapuram,112
IN,Gandhinagar,170
IN,Lucknow,185
IN,Bhopal,160
IN,Chandigarh,125
US,Tucson,9
IN,Nashik,135
US,San Francisco,13
US,Nashville,38
IN,Patna,194
US,Jacksonville,33
US,Manhattan,62
US,Columbus,40
IN,Chennai,110
US,Albuquerque,15
IN,Muzaffarnagar,202
US,Miami,37
US,El Paso,25
US,Omaha,25
US,Seattle,18
IN,Ghāziābād,206
IN,Kolkata,210
US,Denver,34
US,Fort Worth,54
US,Saint Paul,25
IN,Bengaluru,89
US,Tallahassee,20
IN,Hāpur,198
US,Little Rock,48
US,Phoenix,19
US,Baltimore,75
US,Dallas,56
US,Richmond,50
US,Atlanta,56
US,Honolulu,9
US,Fresno,10
US,Houston,43
US,Portland,13
US,Austin,55
US,Oklahoma City,47
US,Chicago,51
US,Sacramento,5
US,Raleigh,50
US,Detroit,54
US,Washington D.C.,62
US,Staten Island,67
IN,New Delhi,177
US,Las Vegas,9
US,San Antonio,57
US,Oakland,13
US,Milwaukee,50
US,Philadelphia,79
US,San Diego,14
IN,Hyderabad,156
IN,Delhi,189
US,Jackson,32
US,Brooklyn,64
US,Memphis,38
US,Boise,13
US,Columbia,22
US,Los Angeles,23
US,San Jose,17
US,Springfield,40
US,Boston,68
US,Charlotte,55
US,Indianapolis,44
US,Hartford,71
US,Providence,55
US,El Paso,30
US,Madison,30
US,Tucson,21
IN,Hyderabad,109
US,Jackson,32
US,Milwaukee,39
US,Staten Island,30
US,Nashville,25
US,Philadelphia,34
US,Jacksonville,24
US,Manhattan,30
US,San Francisco,21
IN,Bhopal,128
US,Memphis,20
US,Washington D.C.,26
IN,Chandigarh,91
US,Columbia,14
US,Phoenix,25
US,Miami,17
US,Salt Lake City,22
US,Los Angeles,20
US,Springfield,28
US,Saint Paul,34
US,Oakland,21
US,Denver,68
US,San Jose,21
US,Little Rock,19
US,Albuquerque,21
US,Columbus,36
US,Detroit,35
US,Omaha,25
US,Dallas,22
US,Fort Worth,18
US,Salem,18
US,Seattle,16
US,Tallahassee,20
US,San Diego,13
US,Baltimore,30
US,Brooklyn,32
US,The Bronx,4
US,Providence,25
US,San Antonio,25
US,Queens,30
US,Las Vegas,15
IN,Visakhapatnam,80
IN,Jaipur,107
IN,Patna,164
US,Indianapolis,27
US,Sacramento,17
IN,Chennai,108
IN,Mumbai,74
IN,Gandhinagar,139
IN,Thiruvananthapuram,129
US,Houston,34
IN,Ghāziābād,183
IN,Lucknow,167
US,Chicago,28
IN,Bengaluru,119
IN,Hāpur,159
US,Raleigh,25
US,Charlotte,21
IN,Nashik,147
US,Atlanta,32
IN,Kolkata,167
US,Austin,20
US,Portland,14
IN,Delhi,163
US,Hartford,29
US,Richmond,25
US,Boise,13
US,Honolulu,13
US,Oklahoma City,19
IN,Muzaffarnagar,160
US,Fresno,11
US,Boston,30
US,Philadelphia,45
IN,Kolkata,101
US,Salem,19
IN,Bengaluru,104
US,Hartford,16
IN,Thiruvananthapuram,76
US,San Antonio,43
US,Memphis,42
IN,Muzaffarnagar,239
US,Chicago,41
US,Washington D.C.,17
US,San Francisco,9
US,Houston,59
IN,Visakhapatnam,85
IN,Nashik,108
IN,Chennai,57
IN,Ghāziābād,197
US,Charlotte,38
US,Raleigh,46
IN,Gandhinagar,161
IN,Hāpur,179
IN,Bhopal,160
US,Indianapolis,29
US,Madison,29
US,Nashville,55
IN,Delhi,181
IN,New Delhi,169
IN,Hyderabad,106
US,Atlanta,67
US,Sacramento,9
US,Oakland,13
US,Albuquerque,19
US,Miami,21
US,Tallahassee,33
US,Staten Island,21
US,San Diego,12
US,Tucson,21
US,Milwaukee,34
US,Providence,13
IN,Mumbai,80
IN,Jaipur,112
US,Queens,15
US,Brooklyn,19
US,Jackson,40
US,Fresno,29
US,Jacksonville,27
US,Salt Lake City,10
IN,Patna,151
US,Phoenix,24
US,Boise,17
US,Saint Paul,17
US,Dallas,31
US,Boston,21
US,Springfield,48
US,The Bronx,18
US,Fort Worth,31
US,San Jose,13
US,Manhattan,16
US,Baltimore,28
US,Portland,22
US,Denver,30
IN,Lucknow,208
IN,Chandigarh,147
US,Oklahoma City,31
US,Seattle,25
US,Little Rock,22
US,Columbus,32
US,Omaha,34
US,El Paso,25
US,Los Angeles,18
US,Detroit,27
US,Austin,25
US,Honolulu,25
US,Los Angeles,60
US,Honolulu,13
US,San Jose,38
US,Salem,18
US,Tucson,17
US,Raleigh,38
US,Omaha,25
US,Phoenix,28
US,Boise,30
US,Springfield,13
US,The Bronx,1
US,Fresno,31
US,Jackson,18
US,Fort Worth,16
US,Albuquerque,20
US,Philadelphia,37
US,Oklahoma City,18
US,Madison,34
US,Boston,25
US,San Francisco,34
US,San Diego,54
US,Saint Paul,30
US,Denver,25
US,Queens,28
US,Tallahassee,30
US,Columbus,28
US,Salt Lake City,20
US,Memphis,21
US,Nashville,25
IN,Mumbai,85
IN,Nashik,91
US,Milwaukee,30
US,Sacramento,25
IN,Delhi,157
IN,New Delhi,163
US,Portland,18
IN,Hyderabad,93
IN,Visakhapatnam,139
IN,Patna,97
US,Staten Island,62
US,Charlotte,25
US,Oakland,38
US,Miami,20
IN,Thiruvananthapuram,97
IN,Muzaffarnagar,159
IN,Kolkata,67
US,San Antonio,17
IN,Bengaluru,124
US,Jacksonville,30
IN,Lucknow,152
IN,Chandigarh,87
US,Las Vegas,24
US,Dallas,20
IN,Bhopal,131
IN,Hāpur,114
IN,Ghāziābād,122
US,Richmond,42
IN,Gandhinagar,157
US,Manhattan,33
IN,Jaipur,136
US,Seattle,24
IN,Chennai,122
US,Indianapolis,25
US,Brooklyn,33
US,Atlanta,42
US,Houston,19
US,Little Rock,12
US,Detroit,20
US,El Paso,21
US,Baltimore,55
US,Austin,16
US,Providence,25
US,Chicago,28
US,Hartford,40
US,Washington D.C.,46
US,Washington D.C.,24
IN,Patna,127
IN,Chandigarh,97
US,Charlotte,46
US,Springfield,34
IN,Mumbai,47
US,San Antonio,24
IN,Delhi,129
IN,Chennai,118
US,Memphis,57
US,Chicago,49
US,Fresno,56
IN,Muzaffarnagar,150
US,San Diego,30
US,Boise,25
US,Phoenix,20
US,Nashville,53
US,El Paso,21
US,Omaha,17
US,Los Angeles,39
US,Raleigh,42
US,Saint Paul,38
US,Philadelphia,20
US,Brooklyn,13
US,Jacksonville,66
US,The Bronx,1
IN,New Delhi,119
US,Richmond,24
US,Las Vegas,22
IN,Hāpur,114
US,Hartford,15
IN,Hyderabad,76
US,Staten Island,17
US,Jackson,62
IN,Thiruvananthapuram,40
IN,Kolkata,89
IN,Ghāziābād,114
IN,Bengaluru,80
IN,Jaipur,151
IN,Lucknow,163
US,Salem,15
IN,Visakhapatnam,111
US,Fort Worth,37
IN,Gandhinagar,110
IN,Bhopal,114
US,Tallahassee,66
US,Miami,25
US,Indianapolis,46
US,Portland,14
US,Queens,10
US,Dallas,28
US,Madison,42
US,San Francisco,59
US,Boston,21
US,Manhattan,18
US,Houston,21
US,San Jose,46
US,Seattle,21
US,Providence,13
US,Salt Lake City,24
US,Baltimore,21
US,Oklahoma City,21
US,Detroit,45
US,Columbus,42
US,Atlanta,68
US,Albuquerque,22
US,Tucson,21
US,Honolulu,13
US,Sacramento,38
US,Milwaukee,40
US,Little Rock,53
US,Austin,20
US,Oakland,59
US,Denver,25
US,Staten Island,64
IN,Delhi,95
US,Houston,49
IN,Lucknow,94
US,Denver,34
US,Oakland,34
US,Richmond,38
IN,Bhopal,21
US,Austin,64
US,Baltimore,50
IN,Chandigarh,79
US,Raleigh,57
US,Saint Paul,17
IN,New Delhi,89
US,Indianapolis,35
US,Omaha,17
IN,Visakhapatnam,91
IN,Mumbai,57
IN,Chennai,70
US,Detroit,57
US,Madison,37
IN,Shillong,52
US,Dallas,59
US,Boston,55
IN,Bengaluru,55
US,Columbus,51
US,Columbia,41
US,Sacramento,34
US,Los Angeles,56
IN,Jaipur,90
US,Seattle,26
US,El Paso,30
IN,Patna,94
IN,Hyderabad,63
IN,Ghāziābād,95
IN,Hāpur,98
US,Memphis,41
US,Providence,57
US,Salem,18
US,Milwaukee,33
IN,Gandhinagar,95
US,Little Rock,54
US,San Francisco,34
US,Phoenix,21
US,Portland,20
IN,Kolkata,100
IN,Thiruvananthapuram,30
US,Oklahoma City,55
US,San Jose,34
US,Boise,25
US,Philadelphia,45
US,Las Vegas,22
US,Springfield,29
US,Honolulu,13
US,Washington D.C.,42
US,Salt Lake City,41
US,San Diego,58
US,Jackson,58
US,Fort Worth,64
US,Miami,30
US,Manhattan,58
US,Atlanta,58
US,Charlotte,38
US,Hartford,58
US,Fresno,35
US,Jacksonville,52
US,Queens,62
US,Brooklyn,61
US,San Antonio,68
US,Tucson,21
US,Chicago,48
US,Tallahassee,55
US,Nashville,42
US,The Bronx,72
US,Albuquerque,21
US,Detroit,52
US,Los Angeles,50
US,Fresno,32
US,San Jose,21
US,The Bronx,29
IN,Nashik,23
US,Oklahoma City,34
US,Springfield,36
US,Brooklyn,25
US,Honolulu,17
IN,Kolkata,113
US,Queens,24
US,Jacksonville,31
US,Las Vegas,21
IN,Shillong,61
IN,Thiruvananthapuram,39
US,Seattle,47
US,Dallas,41
US,Columbia,24
US,Memphis,30
US,Sacramento,13
IN,Bengaluru,51
US,Charlotte,29
US,Jackson,35
US,Manhattan,30
US,Miami,22
US,Tallahassee,23
US,Tucson,13
US,Hartford,35
US,Boise,38
US,San Antonio,24
US,Nashville,33
US,Richmond,35
US,Saint Paul,42
US,Washington D.C.,30
US,Atlanta,27
US,San Diego,40
US,Madison,25
US,Philadelphia,36
US,Portland,38
US,Denver,17
US,San Francisco,30
US,Boston,34
US,Salem,36
US,Albuquerque,24
US,Salt Lake City,19
US,Houston,25
US,Oakland,30
IN,Mumbai,42
IN,Chandigarh,88
US,Staten Island,25
US,Raleigh,38
IN,Delhi,119
US,Austin,32
IN,Visakhapatnam,81
US,Milwaukee,34
US,Omaha,55
IN,Gandhinagar,79
IN,Patna,122
IN,Jaipur,70
US,El Paso,25
IN,Muzaffarnagar,66
IN,Chennai,69
US,Columbus,39
IN,Lucknow,100
US,Chicago,43
US,Indianapolis,52
IN,Hyderabad,28
US,Phoenix,18
US,Little Rock,53
IN,New Delhi,122
IN,Thrissur,37
IN,Hāpur,79
US,Providence,34
US,Baltimore,38
IN,Bhopal,27
IN,Ghāziābād,82
US,Memphis,51
US,Dallas,46
US,Manhattan,35
US,Charlotte,30
US,El Paso,38
US,Phoenix,25
US,Providence,21
US,Boston,30
US,Columbus,29
US,Oakland,30
US,Jackson,47
US,Seattle,25
US,Sacramento,21
US,San Diego,35
US,Philadelphia,40
US,Detroit,26
US,Atlanta,45
US,Los Angeles,53
US,Brooklyn,31
US,Saint Paul,17
US,Salt Lake City,26
US,Denver,30
US,The Bronx,35
US,Albuquerque,44
US,Omaha,34
US,Indianapolis,31
US,San Jose,25
US,Houston,38
US,Oklahoma City,53
US,Springfield,27
US,Richmond,41
IN,Bengaluru,45
US,Chicago,23
IN,Jaipur,101
IN,Gandhinagar,82
US,San Francisco,21
US,Salem,18
US,Boise,42
IN,Hyderabad,46
IN,Ghāziābād,152
IN,Lucknow,90
IN,Delhi,157
IN,Chandigarh,127
US,Austin,41
US,Milwaukee,15
US,Washington D.C.,38
IN,Shillong,46
US,Queens,32
US,Hartford,32
IN,Mumbai,27
US,Madison,14
IN,Muzaffarnagar,87
US,Honolulu,13
US,Tucson,17
IN,Thiruvananthapuram,80
IN,Patna,109
US,Staten Island,35
US,San Antonio,38
US,Little Rock,55
US,Raleigh,34
US,Las Vegas,27
US,Baltimore,40
IN,Nashik,32
IN,Kolkata,54
US,Fort Worth,44
IN,Bhopal,63
US,Portland,18
IN,Hāpur,87
US,Fresno,39
IN,Thrissur,29
US,Nashville,47
IN,New Delhi,160
IN,Chennai,63
US,Tallahassee,28
US,Boise,25
US,Miami,9
US,Houston,50
US,Chicago,13
US,Jackson,49
US,Fort Worth,56
US,Washington D.C.,17
US,Indianapolis,10
US,Manhattan,13
US,Seattle,15
US,Sacramento,21
IN,Kolkata,112
IN,Shillong,84
US,Charlotte,53
IN,Bengaluru,90
US,Sacramento,21
US,Dallas,52
US,Memphis,22
US,Atlanta,52
US,Oakland,25
IN,Thiruvananthapuram,60
US,Chicago,13
US,Albuquerque,19
US,Salt Lake City,20
US,San Francisco,17
US,Portland,19
US,Denver,55
US,Salem,16
US,Saint Paul,13
US,Houston,50
US,Tucson,17
US,Portland,19
US,San Antonio,25
US,Boise,25
US,Honolulu,17
US,Austin,44
US,Las Vegas,27
US,Hartford,15
US,Fresno,22
US,Charlotte,53
US,Queens,10
US,Jacksonville,24
US,Milwaukee,10
US,Tallahassee,39
US,Hartford,15
IN,Gandhinagar,85
US,Brooklyn,13
US,Springfield,15
US,Brooklyn,13
US,Detroit,18
IN,Hāpur,121
US,El Paso,29
US,Omaha,30
US,Oakland,25
